asset_id;total_cost;rank
S31811;567,0;2593
00630;567,0;2594
S57452;567,0;2595
20991;566,53;2596
S05300;566,0;2597
21547;565,0;2598
19176;565,0;2599
88928;565,0;2600
16305;565,0;2601
90851;565,0;2602
S10892;564,0;2603
S70672;564,0;2604
23540;563,0;2605
S00857;563,0;2606
90481;563,0;2607
00611;563,0;2608
18346;563,0;2609
20804;561,0;2610
73720;561,0;2611
52531;560,966;2612
S40676;560,0;2613
16175;560,0;2614
90696;559,0;2615
S70601B;559,0;2616
S04319;559,0;2617
70829;558,0;2618
00655;558,0;2619
S70668;558,0;2620
S40802;558,0;2621
S52819;557,0;2622
00792;557,0;2623
12185;556,359;2624
S71930;556,0;2625
S70864;556,0;2626
20832;554,088;2627
50865;554,0;2628
S08181;552,0;2629
S60901;552,0;2630
40863;551,0;2631
17205;551,0;2632
S15833;551,0;2633
90692;550,0;2634
77652;550,0;2635
23497;549,0;2636
16916;549,0;2637
60945;549,0;2638
73630;549,0;2639
19375;549,0;2640
S80653;549,0;2641
S40852;549,0;2642
DE48925;548,0;2643
30692;547,0;2644
00679;546,0;2645
22186;546,0;2646
71916;545,035;2647
40883;544,32;2648
50821;544,176;2649
S41671;543,0;2650
07466;543,0;2651
S60645;543,0;2652
S05315;543,0;2653
17182;543,0;2654
S03320;542,0;2655
17197;542,0;2656
18419;541,0;2657
S80675A;541,0;2658
S4131;540,0;2659
S03345;540,0;2660
62813;540,0;2661
80615;540,0;2662
S40573;540,0;2663
96790;540,0;2664
S03645;539,0;2665
S80817A;539,0;2666
60679;539,0;2667
20329;539,0;2668
10825;539,0;2669
20823;537,0;2670
10798;537,0;2671
S27451;537,0;2672
S53893;537,0;2673
18185;536,0;2674
S70601A;536,0;2675
14176;536,0;2676
S00957;533,848;2677
14202;533,0;2678
S70690A;532,0;2679
S10311;532,0;2680
37459;532,0;2681
16320;532,0;2682
70843;531,673;2683
S35835;531,0;2684
S50687;531,0;2685
S50580A;531,0;2686
S06310;531,0;2687
68570;531,0;2688
85611;531,0;2689
62831;531,0;2690
S01302;530,0;2691
21316;530,0;2692
1031900;529,565;2693
10194;529,0;2694
13580;529,0;2695
13177;529,0;2696
X0306;528,0;2697
S60737;528,0;2698
S29750;528,0;2699
S40845;528,0;2700
98929;528,0;2701
42811;527,0;2702
S03358;526,0;2703
15185;526,0;2704
11920;526,0;2705
S91933;526,0;2706
17650;525,0;2707
S86532A;524,0;2708
17456;524,0;2709
06194;523,0;2710
S90607;523,0;2711
ST22834;523,0;2712
S03215;523,0;2713
X0212;522,0;2714
10839;522,0;2715
09351;522,0;2716
DO70846;522,0;2717
17400;521,0;2718
20882;521,0;2719
15415;520,0;2720
71881;520,0;2721
01730;520,0;2722
20608;519,0;2723
S00807;518,0;2724
S04308;518,0;2725
S82490A;517,0;2726
S17965;517,0;2727
S04309;516,243;2728
S40849;516,0;2729
90660;516,0;2730
09201;516,0;2731
50678;516,0;2732
DE80613;516,0;2733
80833;515,891;2734
S62851;515,0;2735
S40809;514,0;2736
12188;514,0;2737
90456;513,623;2738
70849;513,0;2739
96798;513,0;2740
S01554;513,0;2741
20400;513,0;2742
S32839;513,0;2743
S08341;512,0;2744
63870;512,0;2745
S52833;511,0;2746
90839;511,0;2747
30668;510,0;2748
S05311;510,0;2749
12812;509,0;2750
S06105;509,0;2751
S06762;509,0;2752
27453;508,0;2753
S06199;508,0;2754
21196;507,0;2755
S06103;507,0;2756
S15810;506,0;2757
15328;505,0;2758
17196;505,0;2759
S45871;504,0;2760
90676;504,0;2761
S99356;504,0;2762
S90745B;504,0;2763
S20850;504,0;2764
70844;504,0;2765
60932;503,0;2766
S05316;503,0;2767
90462;502,355;2768
S70656;502,0;2769
17453;502,0;2770
S52856;502,0;2771
S30677;501,0;2772
S08335;500,0;2773
10959;500,0;2774
58925;500,0;2775
42493;499,651;2776
11176;499,0;2777
S80677;499,0;2778
S06320;498,367;2779
S03235;498,0;2780
S70848;497,0;2781
72815;497,0;2782
50881;496,209;2783
18194;496,0;2784
72831;495,0;2785
12800;495,0;2786
12813;495,0;2787
13645;495,0;2788
90688;495,0;2789
73721;495,0;2790
S72830A;495,0;2791
S90801;494,0;2792
21452;494,0;2793
22209;493,0;2794
S05310;493,0;2795
S20693;493,0;2796
90824;492,0;2797
S20683;492,0;2798
07452;492,0;2799
S90661A;492,0;2800
28928;491,0;2801
S31003;490,0;2802
S80654;489,0;2803
20805;489,0;2804
S03359;488,0;2805
00885;488,0;2806
20404;487,0;2807
20314;487,0;2808
S2202;487,0;2809
90805;486,0;2810
60678;486,0;2811
10844;486,0;2812
76930;486,0;2813
18201;486,0;2814
S50679;485,0;2815
S06419;485,0;2816
S03365;485,0;2817
82850;485,0;2818
40834;484,0;2819
S20829;483,0;2820
90841;483,0;2821
S30792;483,0;2822
S98226;483,0;2823
17179;482,0;2824
S42810;482,0;2825
S00865;482,0;2826
DE28927;481,0;2827
S08303;481,0;2828
S70929;480,0;2829
00175;480,0;2830
52810;479,0;2831
S20791;479,0;2832
67483;478,0;2833
60813;477,0;2834
40832;477,0;2835
60857;477,0;2836
S43483;477,0;2837
00894;476,0;2838
21403;475,0;2839
00571;475,0;2840
S01925;474,0;2841
S12831;474,0;2842
17457;474,0;2843
S78966;473,0;2844
67476;473,0;2845
S04326;473,0;2846
90631;472,0;2847
96850;472,0;2848
DE57479;471,0;2849
S81547;471,0;2850
30682;470,0;2851
S03415;470,0;2852
07479;470,0;2853
54890;469,0;2854
S26515A;468,0;2855
S01426;468,0;2856
S73557;468,0;2857
S00959;468,0;2858
54771;468,0;2859
74791;468,0;2860
S03193;467,0;2861
83653;467,0;2862
18196;466,0;2863
97460;464,0;2864
S50603;464,0;2865
17402;463,0;2866
S80883;463,0;2867
X2449;463,0;2868
S03310;462,0;2869
S08176;461,0;2870
12550;461,0;2871
S00960;461,0;2872
40646;459,066;2873
S00962;459,0;2874
80814;459,0;2875
S70743;458,0;2876
S40834;458,0;2877
03645;457,0;2878
73842;457,0;2879
36675;457,0;2880
S70740;456,405;2881
X0303;456,0;2882
50820;456,0;2883
S08178;455,0;2884
S04305;455,0;2885
S91931;455,0;2886
12817;455,0;2887
18337;454,0;2888
60930;453,369;2889
80690;453,263;2890
S05128;453,0;2891
00612;453,0;2892
90679;452,0;2893
21176;452,0;2894
10911;452,0;2895
S33541;451,0;2896
12816;451,0;2897
42491;450,043;2898
52808;450,0;2899
S40981;450,0;2900
S4105;450,0;2901
70820;450,0;2902
12831;450,0;2903
20951;450,0;2904
10196;450,0;2905
72691;450,0;2906
71880;450,0;2907
13496;450,0;2908
20950;450,0;2909
73892;450,0;2910
10856;449,0;2911
84863;449,0;2912
S04189;449,0;2913
S66922;449,0;2914
67479;449,0;2915
13870;448,0;2916
98857;448,0;2917
S70797;448,0;2918
50930;447,768;2919
30851;447,0;2920
S07179;447,0;2921
30811;446,236;2922
X0302;446,134;2923
S20825;446,0;2924
90464;446,0;2925
S40808;445,0;2926
70826;445,0;2927
00858;444,0;2928
S04105;444,0;2929
61917;443,489;2930
86699;443,0;2931
09179;443,0;2932
30841;443,0;2933
74462;442,0;2934
S60888;441,0;2935
82853;441,0;2936
S03558;441,0;2937
S82550;441,0;2938
S87900;441,0;2939
S80813;441,0;2940
S96259;441,0;2941
S47455;441,0;2942
S70845;441,0;2943
S20849;441,0;2944
S22813;441,0;2945
13850;441,0;2946
90686;439,0;2947
21313;439,0;2948
70841;439,0;2949
S66677;438,0;2950
21301;437,0;2951
S50645;437,0;2952
80600;437,0;2953
32813;437,0;2954
97481;437,0;2955
00859;436,474;2956
50660;436,0;2957
S80655;436,0;2958
DE08926;435,0;2959
70824;435,0;2960
S60793;435,0;2961
17175;434,0;2962
S20694;434,0;2963
87965;433,0;2964
21548;433,0;2965
S85832;433,0;2966
66913;433,0;2967
S33851;433,0;2968
S23561A;433,0;2969
90823;432,0;2970
20331;432,0;2971
21194;430,0;2972
30804;430,0;2973
S73901;430,0;2974
13176;429,0;2975
S05141;429,0;2976
DE58590;428,0;2977
S03300;428,0;2978
60692;428,0;2979
S92832A;428,0;2980
S36715;427,0;2981
53870;427,0;2982
S03251;426,0;2983
S70687;426,0;2984
S10186;426,0;2985
S44851;426,0;2986
S12310;426,0;2987
S80992;426,0;2988
S30803;426,0;2989
19379;426,0;2990
20309;425,0;2991
18177;425,0;2992
80855;424,073;2993
S10181;424,0;2994
97966;423,0;2995
S20810;423,0;2996
00684;423,0;2997
20308;423,0;2998
12179;422,0;2999
90865;422,0;3000
90698;421,0;3001
X0222H;421,0;3002
90898;420,0;3003
70813;419,0;3004
00882;419,0;3005
S03304;418,0;3006
66849;418,0;3007
S43632;417,0;3008
S03351;417,0;3009
20912;416,0;3010
S43634;416,0;3011
17463;416,0;3012
S55832;416,0;3013
22208;416,0;3014
S90678;416,0;3015
S03211;416,0;3016
14182;415,0;3017
64813;415,0;3018
86732;415,0;3019
21310;414,116;3020
18925;414,0;3021
17305;414,0;3022
S50686;414,0;3023
S07332;413,0;3024
S53972;412,0;3025
18317;412,0;3026
20200;412,0;3027
82851;411,0;3028
S22832;411,0;3029
S08362;411,0;3030
11921;411,0;3031
S03559;411,0;3032
81916;410,0;3033
20336;410,0;3034
S09182;408,0;3035
S06319;408,0;3036
26797;407,0;3037
20326;407,0;3038
S03175;406,461;3039
S52853;406,0;3040
S98244;406,0;3041
02850;405,0;3042
S70660A;405,0;3043
S05816;405,0;3044
S04190;405,0;3045
28700;405,0;3046
50900;405,0;3047
40810;405,0;3048
02851;405,0;3049
92850;405,0;3050
S15195;405,0;3051
12815;405,0;3052
92851;405,0;3053
92854;405,0;3054
61466;404,329;3055
09206;404,0;3056
S06180;404,0;3057
S51919;404,0;3058
85831;403,0;3059
S04194;403,0;3060
60882;402,0;3061
S51001;402,0;3062
S00806;402,0;3063
S25832;401,505;3064
20335;401,0;3065
S81453;401,0;3066
90842;401,0;3067
S40806;399,0;3068
S15811;399,0;3069
55872;398,263;3070
18197;398,0;3071
S50455;398,0;3072
S50826;398,0;3073
20175;397,073;3074
S47461;397,0;3075
S05184;396,0;3076
60846;395,196;3077
32835;395,0;3078
74787;395,0;3079
S10407;395,0;3080
S70652;395,0;3081
S70838;394,0;3082
S05199;394,0;3083
82490;394,0;3084
18312;393,0;3085
11183;393,0;3086
S05175;393,0;3087
S70955;392,0;3088
S04316;390,0;3089
56917;390,0;3090
S10177;389,0;3091
S52854;388,0;3092
87480;388,0;3093
77476;388,0;3094
S03189;388,0;3095
S27968;387,0;3096
20800;387,0;3097
60697;386,479;3098
S94810;386,0;3099
S04191;385,0;3100
43950;385,0;3101
S03217;385,0;3102
20204;385,0;3103
21300;385,0;3104
S86890;384,0;3105
50811;383,0;3106
S51000;383,0;3107
S70736;383,0;3108
S62672;383,0;3109
00606;383,0;3110
15324;382,755;3111
17483;382,637;3112
S50829;382,0;3113
22218;381,0;3114
21193;381,0;3115
33551;381,0;3116
S87462;381,0;3117
80884;380,0;3118
S40890;380,0;3119
S40647;380,0;3120
S43563;380,0;3121
20881;380,0;3122
10675;380,0;3123
43631;380,0;3124
90820;379,404;3125
D52456;378,0;3126
S31453;378,0;3127
88550;378,0;3128
S33758;378,0;3129
S41556;378,0;3130
S40955;378,0;3131
S00679A;378,0;3132
S12832;378,0;3133
S50954;378,0;3134
S52855;378,0;3135
S03335;378,0;3136
S43559;378,0;3137
S70650;378,0;3138
S12470A;378,0;3139
33901;378,0;3140
S00829;378,0;3141
S70853;378,0;3142
S51454;378,0;3143
62675;378,0;3144
S72833;378,0;3145
S41670;378,0;3146
S23557;376,0;3147
90453;376,0;3148
90680;376,0;3149
86509;375,0;3150
S03372;375,0;3151
20332;375,0;3152
15401;375,0;3153
S13630;375,0;3154
S00331;374,0;3155
20304;374,0;3156
18205;374,0;3157
03690;374,0;3158
84859;373,0;3159
21312;373,0;3160
S90800;373,0;3161
21305;373,0;3162
S08192;372,0;3163
50813;372,0;3164
S40851;372,0;3165
S42817;372,0;3166
14181;371,0;3167
30830;371,0;3168
S11454B;370,0;3169
S03302;370,0;3170
S03185;370,0;3171
87457;369,0;3172
60667;369,0;3173
17183;369,0;3174
20306;369,0;3175
S04307;368,0;3176
S50739;368,0;3177
S50465;368,0;3178
28929;368,0;3179
S80825A;367,0;3180
19179;367,0;3181
S40826;366,0;3182
S60842A;366,0;3183
S00306;366,0;3184
S42837;365,0;3185
DE98930;365,0;3186
17455;365,0;3187
12822;364,0;3188
22181;364,0;3189
22175;364,0;3190
DE13200;364,0;3191
22184;364,0;3192
22177;364,0;3193
S05191;364,0;3194
80652;363,0;3195
S70686;363,0;3196
S93724;363,0;3197
10202;362,0;3198
S50459;362,0;3199
S70856;362,0;3200
S10183;362,0;3201
47452;360,0;3202
57965;360,0;3203
63544;360,0;3204
73910;360,0;3205
DE56514;360,0;3206
S80652;360,0;3207
12814;360,0;3208
S30679;360,0;3209
S00849;360,0;3210
S63651;360,0;3211
90700;360,0;3212
S44812;360,0;3213
72838;360,0;3214
94553;359,0;3215
25932;359,0;3216
S41673;359,0;3217
62815;358,072;3218
90471;358,0;3219
18338;358,0;3220
80890;357,0;3221
S01306;357,0;3222
S03352;357,0;3223
90670;356,0;3224
64812;356,0;3225
S20679;356,0;3226
22190;356,0;3227
22180;356,0;3228
22189;356,0;3229
S15375;356,0;3230
10195;356,0;3231
S82653;355,0;3232
19376;355,0;3233
21302;354,0;3234
42492;354,0;3235
S05132;353,0;3236
S01800;353,0;3237
S80944;353,0;3238
16306;352,0;3239
S01915A;352,0;3240
67450;352,0;3241
20303;352,0;3242
40860;351,612;3243
18195;351,0;3244
80906;351,0;3245
10573;351,0;3246
70912;351,0;3247
17193;351,0;3248
99700;350,0;3249
27470;350,0;3250
S64604;350,0;3251
63887;350,0;3252
S09188;350,0;3253
S32818;350,0;3254
S13175;349,0;3255
S60770;348,0;3256
66681;348,0;3257
S81916;347,0;3258
10660;347,0;3259
76880;346,0;3260
22193;345,0;3261
S60840A;345,0;3262
43872;345,0;3263
70974;344,0;3264
S51652;344,0;3265
S03391;343,0;3266
DE18927;343,0;3267
S01336;343,0;3268
18311;343,0;3269
50458;342,194;3270
S72633;342,0;3271
S11924;342,0;3272
S40835;342,0;3273
S80679;342,0;3274
S40639;341,0;3275
72832;340,0;3276
S20792;340,0;3277
86514;339,0;3278
14710;339,0;3279
S20848;337,0;3280
S94550;337,0;3281
S05190;337,0;3282
06699;337,0;3283
17478;336,183;3284
S05193;336,0;3285
S01428;336,0;3286
S21930;336,0;3287
S03247;335,0;3288
S12821;335,0;3289
18340;335,0;3290
20178;335,0;3291
57477;334,734;3292
S82654;334,0;3293
S14442;333,0;3294
85870;333,0;3295
18187;333,0;3296
S99348;332,0;3297
S70852;332,0;3298
D08927;332,0;3299
29751;331,0;3300
98926;331,0;3301
70696;331,0;3302
90812;331,0;3303
S09187;331,0;3304
60680;331,0;3305
96679;330,0;3306
S20684;330,0;3307
S60685;330,0;3308
20209;330,0;3309
19177;329,0;3310
16920;329,0;3311
S40803;329,0;3312
S41548A;329,0;3313
S40767;329,0;3314
S30881;328,0;3315
30816;327,0;3316
S57461;327,0;3317
S97401;327,0;3318
S99307;326,0;3319
S03354;326,0;3320
10607;325,451;3321
10795;325,0;3322
20305;325,0;3323
S34592;325,0;3324
19175;325,0;3325
70856;325,0;3326
80834;325,0;3327
88450;324,007;3328
34611;324,0;3329
90825;324,0;3330
96502;323,0;3331
12189;323,0;3332
S03229;323,0;3333
26485;322,0;3334
S12830;322,0;3335
00676;322,0;3336
80617;322,0;3337
19178;322,0;3338
93651;322,0;3339
S92856;321,0;3340
20320;319,0;3341
S80601A;319,0;3342
20660;318,0;3343
S92570;318,0;3344
S50839;318,0;3345
S10663;318,0;3346
00690;317,0;3347
10797;316,564;3348
S06311;316,503;3349
71465;316,386;3350
S37480;316,182;3351
S90861A;316,0;3352
17178;316,0;3353
SO06114;316,0;3354
S03355;316,0;3355
DL26581;316,0;3356
S96260;315,0;3357
86927;315,0;3358
S03346;315,0;3359
S91740;315,0;3360
S45610;315,0;3361
X0443;315,0;3362
60915;315,0;3363
02813;315,0;3364
S05198;315,0;3365
S03370;315,0;3366
S70997;315,0;3367
S02830B;315,0;3368
12832;315,0;3369
12833;315,0;3370
12834;315,0;3371
S22818;315,0;3372
S73526;315,0;3373
S22817B;315,0;3374
S30846;315,0;3375
00893;315,0;3376
S85833;315,0;3377
S22815;315,0;3378
38700;315,0;3379
90817;315,0;3380
12835;315,0;3381
20888;315,0;3382
12836;315,0;3383
67480;315,0;3384
S00341;315,0;3385
S01761;315,0;3386
S20824;315,0;3387
S13561;315,0;3388
S02553;315,0;3389
S71928;315,0;3390
S03253;315,0;3391
S52850;315,0;3392
S60690A;315,0;3393
S41650;315,0;3394
S60742;315,0;3395
S05143;314,0;3396
S04187;314,0;3397
20815;313,65;3398
00834;313,0;3399
S05186;313,0;3400
S60958;312,93;3401
S04185;312,0;3402
33548;312,0;3403
22197;312,0;3404
22198;312,0;3405
22196;312,0;3406
22199;312,0;3407
22216;312,0;3408
22187;312,0;3409
22191;312,0;3410
22192;312,0;3411
22194;312,0;3412
22195;312,0;3413
S03241;312,0;3414
76462;312,0;3415
22205;312,0;3416
22185;312,0;3417
22183;312,0;3418
22182;312,0;3419
22179;312,0;3420
22178;312,0;3421
22176;312,0;3422
07040;312,0;3423
S99205;311,0;3424
S00813;311,0;3425
20210;311,0;3426
S03380;311,0;3427
70832;310,0;3428
73912;310,0;3429
21545;310,0;3430
47450;310,0;3431
S20581;310,0;3432
X0233;310,0;3433
19381;309,0;3434
60940;309,0;3435
90671;309,0;3436
S26838A;309,0;3437
DE68935;309,0;3438
S03313;308,344;3439
S91916;308,0;3440
14190;308,0;3441
17198;308,0;3442
S03239;307,0;3443
S06793A;306,0;3444
86882;306,0;3445
70675;306,0;3446
10690;306,0;3447
70880;306,0;3448
92811;306,0;3449
S06317;305,32;3450
21311;305,0;3451
S61915;305,0;3452
S03195;305,0;3453
70676;304,191;3454
S32495;303,0;3455
S782;303,0;3456
14179;303,0;3457
21181;303,0;3458
S70836A;302,0;3459
18188;302,0;3460
90478;302,0;3461
82673;301,0;3462
S31671;301,0;3463
S03238;300,0;3464
S23560;300,0;3465
11918;300,0;3466
S04193;299,0;3467
02810;298,0;3468
S50647;298,0;3469
00686;298,0;3470
S92691;297,0;3471
17176;297,0;3472
62811;297,0;3473
90475;297,0;3474
00737;296,0;3475
S01338;296,0;3476
S00607;295,0;3477
S08183;295,0;3478
S09311;294,0;3479
43870;294,0;3480
S21920;294,0;3481
78450;293,752;3482
21192;293,0;3483
S10179;293,0;3484
S30681;293,0;3485
93635;292,0;3486
18342;291,0;3487
94830;290,0;3488
43871;290,0;3489
S50681;290,0;3490
S03243;289,0;3491
96880;289,0;3492
S60572;289,0;3493
12810;288,0;3494
S17200;288,0;3495
S58511;288,0;3496
S56698A;288,0;3497
S76793A;288,0;3498
S96668;288,0;3499
20831;288,0;3500
S18204;288,0;3501
01892;288,0;3502
S96803;288,0;3503
DE14192;288,0;3504
S90901;288,0;3505
20885;287,934;3506
63630;287,0;3507
56481;287,0;3508
S40833;286,0;3509
S16679;286,0;3510
01574;286,0;3511
18184;286,0;3512
S20690;285,0;3513
S60833;285,0;3514
S01560;285,0;3515
21197;285,0;3516
S01760;285,0;3517
S06104;285,0;3518
S08184;285,0;3519
S70671;284,0;3520
90666;284,0;3521
13903;284,0;3522
64550;284,0;3523
S92690;284,0;3524
ST16543;284,0;3525
S07180;284,0;3526
13720;283,0;3527
X2446;283,0;3528
90953;283,0;3529
S30791;282,0;3530
S71916;282,0;3531
10198;281,0;3532
15189;281,0;3533
DE78936;281,0;3534
DE08933;280,0;3535
S05336;280,0;3536
S06193;279,0;3537
18191;279,0;3538
70852;279,0;3539
56565;279,0;3540
86929;279,0;3541
S03317;278,0;3542
30890;277,0;3543
S50737A;277,0;3544
S01203;277,0;3545
60881;277,0;3546
S17201;277,0;3547
S34612;277,0;3548
S40769A;275,0;3549
56700;275,0;3550
40692;275,0;3551
67451;275,0;3552
50851;274,0;3553
00857;273,0;3554
S71611;273,0;3555
S86522;273,0;3556
S50838;272,0;3557
S50991;272,0;3558
S90790B;272,0;3559
S83652;272,0;3560
S10619;271,0;3561
S44855;271,0;3562
S47453;271,0;3563
86486;271,0;3564
X0199;270,0;3565
DE68931A;270,0;3566
50456;270,0;3567
56803;270,0;3568
07483;270,0;3569
DE14399;270,0;3570
S76800;270,0;3571
72839;270,0;3572
96836;270,0;3573
30850;270,0;3574
S11470;270,0;3575
73851;270,0;3576
33556;270,0;3577
24775;270,0;3578
17333;270,0;3579
17186;270,0;3580
S86795;270,0;3581
87451;270,0;3582
20803;270,0;3583
46453;270,0;3584
S05137;270,0;3585
36806;270,0;3586
S53901;269,0;3587
S20811;269,0;3588
20799;269,0;3589
S71530;269,0;3590
S76488;269,0;3591
S03178;269,0;3592
18200;268,0;3593
22691;268,0;3594
90954;268,0;3595
76860;268,0;3596
DE73891;267,0;3597
S37651;267,0;3598
S96463;267,0;3599
S90899;267,0;3600
00895;266,645;3601
10820;266,0;3602
18190;266,0;3603
S00300;266,0;3604
66927;266,0;3605
24501;266,0;3606
S00800;264,0;3607
80605;264,0;3608
S60831;264,0;3609
S08328;263,0;3610
50676;263,0;3611
S02185;262,0;3612
S53558;261,0;3613
24773;261,0;3614
80811;261,0;3615
S03187;261,0;3616
22213;260,0;3617
22206;260,0;3618
06704;260,0;3619
22816;260,0;3620
22217;260,0;3621
S50495;260,0;3622
SO03632;260,0;3623
53871;260,0;3624
22214;260,0;3625
22212;260,0;3626
22207;260,0;3627
S82635;260,0;3628
80886;259,966;3629
S66880;259,0;3630
S90696;259,0;3631
S00856A;259,0;3632
S04196;258,0;3633
21184;257,0;3634
90873;257,0;3635
S31672;256,851;3636
43482;256,0;3637
S20695;256,0;3638
S60649;256,0;3639
15177;255,0;3640
S03198;255,0;3641
S30676;255,0;3642
S00335;255,0;3643
82671;254,0;3644
18182;254,0;3645
S50452;253,0;3646
S70863;253,0;3647
S50653;253,0;3648
90844;253,0;3649
S53645;253,0;3650
00179;252,0;3651
S47965;252,0;3652
S03326;252,0;3653
86928;252,0;3654
S06060;252,0;3655
S62830;252,0;3656
S30692;252,0;3657
23758;252,0;3658
S80821;252,0;3659
S27477;252,0;3660
D98928;252,0;3661
17452;252,0;3662
S70859;252,0;3663
S37478;252,0;3664
S70941;252,0;3665
S70843;252,0;3666
S51470;252,0;3667
S53496;252,0;3668
S04329;252,0;3669
S51653;252,0;3670
S92836;252,0;3671
S12750;252,0;3672
S00819;252,0;3673
S00682;252,0;3674
S47454;252,0;3675
S98247;252,0;3676
S50692;252,0;3677
S70995;252,0;3678
S88951;252,0;3679
S73723;252,0;3680
S60682;252,0;3681
S09397;252,0;3682
52806;252,0;3683
S70851;252,0;3684
S52820;252,0;3685
S51915;252,0;3686
S41672;252,0;3687
S90819;252,0;3688
S20844;252,0;3689
S32706;252,0;3690
33549;251,0;3691
63647;250,0;3692
93952;250,0;3693
S62810;250,0;3694
S04327;250,0;3695
DE88927;249,0;3696
S96700;249,0;3697
S16678A;249,0;3698
S30754;248,0;3699
00200;248,0;3700
S09190;246,0;3701
70793;246,0;3702
83833;246,0;3703
S70857;246,0;3704
20211;246,0;3705
96703;246,0;3706
S15193;246,0;3707
S03305;245,834;3708
S06111;245,0;3709
S03363;245,0;3710
S00736;245,0;3711
S07182;244,0;3712
S70655;244,0;3713
S04330;243,172;3714
S96830;243,0;3715
07482;243,0;3716
73781;243,0;3717
86792;243,0;3718
60836;243,0;3719
S60765;242,0;3720
S60740;242,0;3721
S60736;242,0;3722
00872;242,0;3723
21400;241,0;3724
S90847B;241,0;3725
S12471;240,0;3726
S76718;240,0;3727
S60852;240,0;3728
03631;239,0;3729
S03223A;239,0;3730
80660;239,0;3731
D18926;238,0;3732
S11206;238,0;3733
S50651;237,0;3734
S20847;237,0;3735
94554;237,0;3736
20334;237,0;3737
26499;237,0;3738
S08187;237,0;3739
S98202;237,0;3740
S00219;236,0;3741
SO41651;236,0;3742
97477;234,0;3743
S06679;234,0;3744
S50781;234,0;3745
S92835;234,0;3746
S93496;234,0;3747
84551;234,0;3748
S00808;234,0;3749
S40831;234,0;3750
S00930;234,0;3751
S13564;234,0;3752
21401;234,0;3753
S66791A;234,0;3754
S03422;233,0;3755
21195;233,0;3756
S17199;233,0;3757
18318;233,0;3758
20201;232,0;3759
21186;232,0;3760
18192;232,0;3761
S20583;231,0;3762
S52852;231,0;3763
S00613;231,0;3764
S50738;230,0;3765
14191;230,0;3766
S03306;230,0;3767
S05114;229,0;3768
84771;229,0;3769
S11318;229,0;3770
21177;228,0;3771
00685;228,0;3772
S20900;228,0;3773
S46670;227,0;3774
90836;226,306;3775
S00850;226,105;3776
S10813;225,117;3777
S99203;225,0;3778
97464;225,0;3779
S39750;225,0;3780
97454;225,0;3781
94592;225,0;3782
S70861A;225,0;3783
16303;225,0;3784
33652;225,0;3785
98864;225,0;3786
30832;225,0;3787
60817;225,0;3788
S16547;225,0;3789
76679;225,0;3790
S70580A;225,0;3791
S67651;225,0;3792
S76675;225,0;3793
S4110;223,678;3794
S05189;223,0;3795
S92813;222,0;3796
S55970;222,0;3797
37463;222,0;3798
56488;221,0;3799
S80811;220,0;3800
10831;220,0;3801
S07181;220,0;3802
S96698;220,0;3803
S36530;220,0;3804
S07178;220,0;3805
S04197;220,0;3806
S09415;220,0;3807
S26834;219,0;3808
S00307;219,0;3809
S13560;219,0;3810
S91781;219,0;3811
S02178;219,0;3812
34504;218,0;3813
20402;217,0;3814
77966;216,0;3815
S73540;216,0;3816
S86676A;216,0;3817
16177;216,0;3818
23495;216,0;3819
S70948;216,0;3820
70855;216,0;3821
S04301;216,0;3822
59551;216,0;3823
70883;216,0;3824
60700;216,0;3825
S90667A;215,0;3826
DE08925A;215,0;3827
S04323;214,0;3828
00896;214,0;3829
S50649;214,0;3830
S50457;214,0;3831
63871;214,0;3832
23655;214,0;3833
33547;213,0;3834
S90817;213,0;3835
S11204;213,0;3836
S10814;212,0;3837
06630;212,0;3838
30691;212,0;3839
S00337;212,0;3840
20401;212,0;3841
S05832;212,0;3842
S00735;212,0;3843
S00854;211,0;3844
S86709A;210,0;3845
S26796;209,0;3846
54772;209,0;3847
S90660;209,0;3848
S60646;209,0;3849
00695;208,0;3850
30679;208,0;3851
30680;208,0;3852
S28954;208,0;3853
17484;208,0;3854
20676;208,0;3855
00675;208,0;3856
34610;208,0;3857
22302;208,0;3858
S60654;208,0;3859
S86863;208,0;3860
13905;208,0;3861
67457;208,0;3862
S07183;208,0;3863
30681;208,0;3864
97456;208,0;3865
30678;208,0;3866
S30790;208,0;3867
23850;208,0;3868
13906;208,0;3869
13904;208,0;3870
06703;208,0;3871
96793;208,0;3872
21415;208,0;3873
22219;208,0;3874
22314;208,0;3875
00608;207,0;3876
DE68952;207,0;3877
50838;207,0;3878
24670;207,0;3879
S17202;207,0;3880
S70680A;207,0;3881
24671;207,0;3882
70809;207,0;3883
42841;207,0;3884
S60775;207,0;3885
20327;207,0;3886
56872;206,0;3887
S03231;206,0;3888
90879;205,0;3889
96847;205,0;3890
17347;205,0;3891
S46491A;205,0;3892
S80822;205,0;3893
32630;204,0;3894
72837;204,0;3895
S03236;204,0;3896
S40661;203,0;3897
S00845;203,0;3898
S20818B;203,0;3899
S81915;203,0;3900
50835;202,0;3901
S90631;202,0;3902
S01301;202,0;3903
S05180;202,0;3904
89602;202,0;3905
74798;201,0;3906
61916;200,0;3907
S03242;200,0;3908
S56792A;199,995;3909
53895;199,0;3910
DE57467;199,0;3911
S08175;199,0;3912
13178;199,0;3913
S40952;199,0;3914
S2203;198,0;3915
86862;198,0;3916
